oem,modelYear,model,ft,variantName,ownerNo,km,City,price_cleaned,km_bucket
MG,2020,MG Hector,Petrol,Sharp DCT,1,30000,Delhi,1500000.0,30000-40000
Honda,2012,Honda Jazz,Petrol,X,1,70000,Delhi,261000.0,70000-80000
Maruti,2019,Maruti Ertiga,Petrol,ZXI AT Petrol,1,65202,Delhi,950000.0,60000-70000
Maruti,2013,Maruti Ertiga,Petrol,VXI,1,72000,Delhi,485000.0,70000-80000
Mercedes-Benz,2015,Mercedes-Benz C-Class,Diesel,C 220 CDI Avantgarde,1,40000,Delhi,2500000.0,40000-50000
Maruti,2014,Maruti Ritz,Petrol,VXi,2,54235,Delhi,284000.0,50000-60000
Maruti,2018,Maruti Ignis,Petrol,1.2 AMT Alpha BSIV,1,52777,Delhi,520000.0,50000-60000
Hyundai,2018,Hyundai i20,Petrol,1.2 Magna Executive,1,26000,Delhi,590000.0,20000-30000
Skoda,2018,Skoda Rapid,Petrol,1.6 MPI Active BSIV,1,77937,Delhi,655000.0,70000-80000
Tata,2021,Tata Tigor,Petrol,XZ Plus BSVI,1,40663,Delhi,699000.0,40000-50000
Hyundai,2015,Hyundai Grand i10,Petrol,Asta,1,40000,Delhi,395000.0,40000-50000
Skoda,2015,Skoda Superb,Petrol,Elegance 1.8 TSI AT,1,67000,Delhi,940000.0,60000-70000
Hyundai,2016,Hyundai Creta,Petrol,1.6 VTVT SX Plus,1,16312,Delhi,886999.9999999999,10000-20000
Maruti,2016,Maruti Swift Dzire,Petrol,LXI Option,2,60000,Delhi,480000.0,60000-70000
Honda,2014,Honda Mobilio,Petrol,S i-VTEC,1,90000,Delhi,425000.0,90000-100000
Maruti,2015,Maruti Ciaz,Petrol,VXi,2,80000,Delhi,550000.0,80000-90000
Hyundai,2011,Hyundai i10,Petrol,Era,1,60000,Delhi,137000.0,60000-70000
Honda,2015,Honda City,Petrol,i VTEC CVT SV,1,34253,Delhi,565000.0,30000-40000
Kia,2019,Kia Seltos,Petrol,HTX IVT G,1,27000,Delhi,1290000.0,20000-30000
Maruti,2017,Maruti Celerio,Petrol,VXI AMT BSIV,2,64000,Delhi,355000.0,60000-70000
Hyundai,2015,Hyundai Xcent,Petrol,1.2 Kappa SX Option,1,67827,Delhi,386000.0,60000-70000
Maruti,2018,Maruti Baleno,Petrol,1.2 Delta,1,79094,Delhi,514000.0,70000-80000
Hyundai,2012,Hyundai Verna,Petrol,1.6 EX VTVT,2,64589,Delhi,325000.0,60000-70000
Hyundai,2015,Hyundai i20 Active,Petrol,1.2 SX,1,88309,Delhi,508000.0,80000-90000
Maruti,2018,Maruti Swift,Petrol,ZXI Plus,2,66688,Delhi,567000.0,60000-70000
Maruti,2022,Maruti Baleno,Petrol,Sigma,1,20000,Delhi,670000.0,20000-30000
Maruti,2018,Maruti Ciaz,Petrol,Alpha Automatic BSIV,1,60653,Delhi,760000.0,60000-70000
Kia,2022,Kia Carnival,Diesel,Prestige,1,70000,Delhi,3350000.0,70000-80000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz BSIV,1,86527,Delhi,398000.0,80000-90000
Honda,2017,Honda Amaze,Petrol,E Petrol BSIV,1,67000,Delhi,485000.0,60000-70000
Ford,2013,Ford Ecosport,Petrol,1.5 Ti VCT AT Titanium,3,70000,Delhi,300000.0,70000-80000
Honda,2018,Honda Amaze,Petrol,S Petrol,1,70311,Delhi,525000.0,70000-80000
Tata,2016,Tata Tiago,Petrol,1.2 Revotron XZ,1,54000,Delhi,375000.0,50000-60000
Honda,2017,Honda WR-V,Diesel,i-DTEC VX,1,52000,Delhi,595000.0,50000-60000
Maruti,2010,Maruti Wagon R,Petrol,LXI Minor,1,20000,Delhi,200000.0,20000-30000
Hyundai,2019,Hyundai i20,Diesel,Diesel Magna,1,80000,Delhi,531000.0,80000-90000
Mahindra,2021,Mahindra Thar,Diesel,LX 4-Str Hard Top Diesel AT BSVI,1,15000,Delhi,1625000.0,10000-20000
Tata,2021,Tata Altroz,Petrol,XZ Plus Turbo BSVI,1,12754,Delhi,861999.9999999999,10000-20000
Toyota,2017,Toyota Corolla Altis,Petrol,1.8 GL,1,69000,Delhi,880000.0000000001,60000-70000
Maruti,2014,Maruti Wagon R,Petrol,VXI BS IV,1,98390,Delhi,272000.0,90000-100000
Maruti,2016,Maruti Ciaz,Petrol,AT ZXi Plus,1,84195,Delhi,627000.0,80000-90000
Mercedes-Benz,2018,Mercedes-Benz CLA,Petrol,Urban Sport 200,1,17000,Delhi,2850000.0,10000-20000
Maruti,2017,Maruti Ignis,Petrol,1.2 Zeta BSIV,1,77184,Delhi,428000.0,70000-80000
Tata,2012,Tata Manza,Petrol,Aura (ABS) Safire BS IV,1,40000,Delhi,175000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Magna BSIV,1,82848,Delhi,414000.0,80000-90000
Tata,2019,Tata Tiago,Petrol,XZA Plus,1,30000,Delhi,510000.0,30000-40000
Honda,2016,Honda Jazz,Petrol,1.2 V i VTEC,1,50000,Delhi,550000.0,50000-60000
Toyota,2022,Toyota Innova Crysta,Diesel,2.4 GX 7 STR AT,1,40000,Delhi,2341000.0,40000-50000
Maruti,2013,Maruti Alto K10,Petrol,LXI,1,70000,Delhi,170000.0,70000-80000
Maruti,2017,Maruti Baleno,Petrol,Delta,1,47688,Delhi,450000.0,40000-50000
Nissan,2014,Nissan Micra,Diesel,Diesel XE,2,90000,Delhi,200000.0,90000-100000
Mahindra,2018,Mahindra KUV 100 NXT,Petrol,G80 K2,2,40000,Delhi,350000.0,40000-50000
Renault,2016,Renault Duster,Diesel,85PS Diesel RxE,1,50000,Delhi,410000.0,50000-60000
Toyota,2012,Toyota Corolla Altis,Petrol,G,2,30000,Delhi,500000.0,30000-40000
Maruti,2018,Maruti Baleno,Petrol,1.2 CVT Zeta,2,106711,Delhi,543000.0,100000-110000
Hyundai,2017,Hyundai i20,Petrol,Sportz 1.2,1,83741,Delhi,514000.0,80000-90000
Audi,2014,Audi Q5,Diesel,2.0 TDI,1,50000,Delhi,1150000.0,50000-60000
Volkswagen,2018,Volkswagen Vento,Diesel,1.5 TDI Highline,1,105792,Delhi,747000.0,100000-110000
Maruti,2019,Maruti Baleno,Petrol,1.2 Zeta,1,88750,Delhi,593000.0,80000-90000
Mahindra,2014,Mahindra XUV500,Diesel,W8 FWD,1,70000,Delhi,900000.0,70000-80000
Hyundai,2018,Hyundai i20 Active,Petrol,1.2 S,1,89972,Delhi,539000.0,80000-90000
Volkswagen,2014,Volkswagen Vento,Petrol,Petrol Comfortline,1,50000,Delhi,335000.0,50000-60000
Honda,2019,Honda Jazz,Petrol,VX,2,36785,Delhi,594000.0,30000-40000
Hyundai,2019,Hyundai Verna,Petrol,VTVT 1.4 EX,1,48000,Delhi,910000.0,40000-50000
Mahindra,2021,Mahindra XUV700,Petrol,AX5 7 Str BSVI,1,20000,Delhi,1925000.0,20000-30000
Mercedes-Benz,2023,Mercedes-Benz C-Class,Petrol,C 200 BSVI,1,7000,Delhi,6000000.0,0-10000
Renault,2021,Renault Triber,Petrol,RXZ EASY-R AMT BSVI,1,50000,Delhi,760000.0,50000-60000
Maruti,2016,Maruti Vitara Brezza,Diesel,VDi,1,40000,Delhi,490000.00000000006,40000-50000
Hyundai,2017,Hyundai i20,Petrol,1.2 Spotz,1,59000,Delhi,521000.0,50000-60000
Jeep,2019,Jeep Compass,Petrol,1.4 Limited Option,1,70000,Delhi,1400000.0,70000-80000
Kia,2019,Kia Seltos,Diesel,HTK Plus D,1,110000,Delhi,900000.0,110000-120000
Mahindra,2015,Mahindra Scorpio,Diesel,S10 7 Seater,1,100000,Delhi,950000.0,100000-110000
Mercedes-Benz,2017,Mercedes-Benz GLS,Diesel,350d 4MATIC,2,30000,Delhi,5500000.0,30000-40000
Skoda,2020,Skoda Rapid,Petrol,1.0 TSI Ambition,1,48000,Delhi,765000.0,40000-50000
Hyundai,2017,Hyundai Xcent,Petrol,1.2 VTVT SX Option,1,22424,Delhi,555000.0,20000-30000
Hyundai,2017,Hyundai Xcent,Petrol,1.2 VTVT SX,1,58147,Delhi,477000.0,50000-60000
Hyundai,2015,Hyundai Grand i10,Petrol,Magna,1,67000,Delhi,341000.0,60000-70000
Maruti,2018,Maruti Swift Dzire,Petrol,AMT VXI,1,25494,Delhi,611000.0,20000-30000
Hyundai,2016,Hyundai Creta,Diesel,1.6 CRDi AT SX Plus,2,78000,Delhi,790000.0,70000-80000
Hyundai,2016,Hyundai i20,Petrol,Asta Option 1.2,2,51276,Delhi,513000.0,50000-60000
Hyundai,2017,Hyundai Creta,Diesel,1.6 CRDi SX,1,85000,Delhi,825000.0,80000-90000
Honda,2018,Honda Jazz,Petrol,1.2 VX i VTEC,2,75402,Delhi,584000.0,70000-80000
Toyota,2014,Toyota Corolla Altis,Petrol,GL MT,1,109000,Delhi,665000.0,100000-110000
BMW,2021,BMW 5 Series,Petrol,530i M Sport,1,14500,Delhi,6350000.0,10000-20000
Audi,2017,Audi Q7,Diesel,45 TDI Quattro Technology,2,76000,Delhi,4600000.0,70000-80000
Honda,2017,Honda Amaze,Petrol,S Option i-VTEC,1,34000,Delhi,475000.0,30000-40000
Hyundai,2015,Hyundai Xcent,Petrol,1.2 Kappa SX Option,2,80000,Delhi,330000.0,80000-90000
Honda,2018,Honda Amaze,Diesel,V CVT Diesel BSIV,1,60000,Delhi,635000.0,60000-70000
Nissan,2014,Nissan Terrano,Diesel,XV 110 PS,1,60000,Delhi,399000.0,60000-70000
Maruti,2014,Maruti Swift Dzire,Petrol,VXI,2,59000,Delhi,420000.0,50000-60000
Ford,2016,Ford Ecosport,Diesel,1.5 Diesel Trend,1,99000,Delhi,460000.0,90000-100000
Jeep,2021,Jeep Compass,Petrol,1.4 Anniversary Edition DCT 2021-2022,1,17000,Delhi,2375000.0,10000-20000
Maruti,2018,Maruti Ciaz,Petrol,Sigma BSIV,1,79982,Delhi,720000.0,70000-80000
Honda,2017,Honda City,Petrol,i VTEC CVT VX,1,67047,Delhi,846000.0000000001,60000-70000
Volkswagen,2012,Volkswagen Jetta,Diesel,2.0L TDI Trendline,1,50000,Delhi,500000.0,50000-60000
Maruti,2017,Maruti Baleno,Petrol,1.2 Delta,1,85782,Delhi,471000.0,80000-90000
Maruti,2016,Maruti Baleno,Petrol,1.2 Delta,1,99547,Delhi,446000.0,90000-100000
Renault,2018,Renault KWID,Petrol,Climber 1.0 AMT,1,30000,Delhi,365000.0,30000-40000
Maruti,2017,Maruti Celerio,Petrol,VXI,1,69455,Delhi,354000.0,60000-70000
Volkswagen,2022,Volkswagen Taigun,Petrol,1.5 GT Plus Edge Matte DSG,1,14000,Delhi,1650000.0,10000-20000
Ford,2019,Ford Ecosport,Petrol,1.5 Petrol Titanium Plus AT BSIV,1,40738,Delhi,877999.9999999999,40000-50000
Mercedes-Benz,2015,Mercedes-Benz C-Class,Petrol,200 Kompressor,1,76000,Delhi,1910000.0,70000-80000
Maruti,2020,Maruti Swift,Petrol,LXI,1,30000,Delhi,525000.0,30000-40000
Ford,2020,Ford Ecosport,Diesel,1.5 Diesel Titanium Plus BSIV,1,50000,Delhi,830000.0000000001,50000-60000
Nissan,2012,Nissan Sunny,Petrol,XL,2,90000,Delhi,200000.0,90000-100000
Honda,2022,Honda City,Petrol,V CVT,1,10700,Delhi,1345000.0,10000-20000
Honda,2022,Honda City,Petrol,V CVT,1,10000,Delhi,1345000.0,10000-20000
Maruti,2017,Maruti Wagon R,Petrol,LXI BS IV,2,80000,Delhi,350000.0,80000-90000
Audi,2018,Audi Q7,Diesel,45 TDI Quattro Technology,1,36000,Delhi,5495000.0,30000-40000
Ford,2018,Ford Endeavour,Diesel,3.2 Titanium AT 4X4,1,70000,Delhi,2300000.0,70000-80000
Toyota,2015,Toyota Fortuner,Diesel,4x2 AT,1,60000,Delhi,1600000.0,60000-70000
Mercedes-Benz,2018,Mercedes-Benz CLA,Petrol,200 CGI Sport,1,34000,Delhi,2890000.0,30000-40000
Honda,2016,Honda City,Petrol,i VTEC VX,1,48430,Delhi,746000.0,40000-50000
Ford,2018,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,93671,Delhi,639000.0,90000-100000
Toyota,2015,Toyota Fortuner,Diesel,4x2 AT TRD Sportivo,2,100000,Delhi,1449000.0,100000-110000
Maruti,2018,Maruti Ciaz,Petrol,Zeta Automatic BSIV,2,108665,Delhi,736000.0,100000-110000
Mahindra,2022,Mahindra XUV700,Diesel,AX7 Diesel Luxury Pack BSVI,1,19000,Delhi,2750000.0,10000-20000
Renault,2019,Renault Duster,Diesel,RXZ 110PS BSIV,2,100579,Delhi,693000.0,100000-110000
Nissan,2013,Nissan Micra,Petrol,AT,1,80000,Delhi,275000.0,80000-90000
Hyundai,2019,Hyundai Santro,Petrol,Asta BSIV,1,65039,Delhi,475000.0,60000-70000
Ford,2017,Ford Endeavour,Diesel,3.2 Titanium AT 4X4,1,60000,Delhi,2300000.0,60000-70000
Honda,2015,Honda City,Petrol,i VTEC CVT VX,1,65000,Delhi,665000.0,60000-70000
Hyundai,2011,Hyundai i20,Petrol,1.2 Sportz,3,84000,Delhi,225000.0,80000-90000
Toyota,2021,Toyota Fortuner,Petrol,2.7 2WD AT,1,35000,Delhi,3500000.0,30000-40000
Maruti,2018,Maruti Vitara Brezza,Diesel,ZDi Plus,1,80000,Delhi,850000.0,80000-90000
Toyota,2023,Toyota Hyryder,Petrol,V AWD BSVI,1,16500,Delhi,1985000.0,10000-20000
Toyota,2019,Toyota Fortuner,Diesel,2.8 2WD MT BSIV,2,40000,Delhi,3100000.0,40000-50000
Honda,2016,Honda City,Petrol,i VTEC V,1,50500,Delhi,550000.0,50000-60000
Tata,2016,Tata Zest,Petrol,Revotron 1.2T XMS,2,90000,Delhi,285000.0,90000-100000
Honda,2010,Honda City,Petrol,1.5 S AT,2,80000,Delhi,300000.0,80000-90000
Hyundai,2011,Hyundai Santro Xing,Petrol,GL,2,40462,Delhi,185000.0,40000-50000
Maruti,2018,Maruti Swift,Petrol,LXI 2018,1,40000,Delhi,525000.0,40000-50000
Hyundai,2020,Hyundai Verna,Petrol,SX,1,47761,Delhi,1012000.0,40000-50000
Hyundai,2020,Hyundai Creta,Diesel,SX Diesel BSVI,1,80488,Delhi,1350000.0,80000-90000
Tata,2022,Tata New Safari,Diesel,XT Plus BSVI,1,17204,Delhi,1930000.0,10000-20000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,1,66000,Delhi,525000.0,60000-70000
Renault,2019,Renault KWID,Petrol,RXT Optional,1,41900,Delhi,425000.0,40000-50000
Hyundai,2019,Hyundai Grand i10,Petrol,Sportz,1,45000,Delhi,525000.0,40000-50000
Volkswagen,2013,Volkswagen Polo,Petrol,1.2 MPI Highline,1,52000,Delhi,375000.0,50000-60000
Hyundai,2021,Hyundai Alcazar,Diesel,Signature 7-Seater Diesel AT,1,40000,Delhi,2100000.0,40000-50000
Honda,2015,Honda Amaze,Petrol,S i-Vtech,1,64000,Delhi,410000.0,60000-70000
Honda,2016,Honda City,Petrol,i VTEC V,1,48000,Delhi,645000.0,40000-50000
Tata,2019,Tata Nexon,Petrol,1.2 Revotron XMA,1,42000,Delhi,775000.0,40000-50000
Renault,2014,Renault Duster,Petrol,Petrol RxL,2,50000,Delhi,375000.0,50000-60000
Ford,2017,Ford Ecosport,Petrol,1.5 Petrol Titanium,2,55000,Delhi,650000.0,50000-60000
Volkswagen,2010,Volkswagen Vento,Petrol,Petrol Highline,2,90000,Delhi,205000.0,90000-100000
Mercedes-Benz,2015,Mercedes-Benz E-Class,Petrol,E 200 CGI,1,72000,Delhi,2390000.0,70000-80000
Mahindra,2018,Mahindra KUV 100,Petrol,mFALCON G80 K8,2,33091,Delhi,529000.0,30000-40000
Renault,2018,Renault KWID,Petrol,RXL,1,40838,Delhi,300000.0,40000-50000
Mercedes-Benz,2015,Mercedes-Benz C-Class,Petrol,C 200 CGI Avantgarde,1,56000,Delhi,2400000.0,50000-60000
Toyota,2018,Toyota Innova Crysta,Diesel,2.4 VX 7 STR,1,71914,Delhi,1678000.0,70000-80000
Maruti,2017,Maruti Swift,Petrol,VXI,1,67043,Delhi,499000.0,60000-70000
Mini,2021,Mini Cooper Countryman,Petrol,Cooper S,1,18000,Delhi,3275000.0,10000-20000
Toyota,2011,Toyota Etios,Petrol,VX,1,100010,Delhi,207000.0,100000-110000
Maruti,2016,Maruti Celerio,Petrol,VXI AT,2,70000,Delhi,390000.0,70000-80000
Honda,2015,Honda City,Petrol,i VTEC VX,1,56857,Delhi,603000.0,50000-60000
Mercedes-Benz,2015,Mercedes-Benz GL-Class,Diesel,350 CDI Blue Efficiency,1,92000,Delhi,3150000.0,90000-100000
Mercedes-Benz,2019,Mercedes-Benz E-Class,Diesel,Exclusive E 220d,1,45000,Delhi,5000000.0,40000-50000
Toyota,2019,Toyota Innova Crysta,Diesel,2.8 GX AT 8S BSIV,1,68000,Delhi,1725000.0,60000-70000
Mercedes-Benz,2020,Mercedes-Benz GLC,Petrol,200,1,36000,Delhi,5240000.0,30000-40000
BMW,2012,BMW 7 Series,Petrol,740Li,2,67000,Delhi,1600000.0,60000-70000
Toyota,2017,Toyota Corolla Altis,Petrol,GL MT,1,37000,Delhi,1250000.0,30000-40000
MG,2021,MG Hector Plus,Petrol,Sharp CVT,1,9150,Delhi,1925000.0,0-10000
Hyundai,2012,Hyundai i20,Diesel,1.4 CRDi Sportz,3,100000,Delhi,250000.0,100000-110000
Honda,2022,Honda Amaze,Petrol,VX CVT BSVI,1,10000,Delhi,935000.0,10000-20000
Maruti,2022,Maruti Ignis,Petrol,Sigma BSVI,1,18254,Delhi,506000.0,10000-20000
Land Rover,2016,Land Rover Range Rover Sport,Diesel,HSE,1,61200,Delhi,6300000.0,60000-70000
Honda,2016,Honda Amaze,Petrol,SX i-VTEC,1,108133,Delhi,422000.0,100000-110000
Maruti,2014,Maruti Ertiga,Petrol,VXI,1,66198,Delhi,631000.0,60000-70000
Maruti,2017,Maruti Baleno,Petrol,Alpha,1,49000,Delhi,590000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1.2 Kappa Sportz Option AT,1,89733,Delhi,499000.0,80000-90000
Maruti,2022,Maruti Swift,Petrol,VXI AMT BSVI,1,20000,Delhi,785000.0,20000-30000
Hyundai,2014,Hyundai i20,Diesel,Sportz 1.4 CRDi,2,90360,Delhi,325000.0,90000-100000
Land Rover,2017,Land Rover Discovery Sport,Petrol,Si4 HSE,1,44000,Delhi,3600000.0,40000-50000
Toyota,2020,Toyota Yaris,Petrol,G CVT,1,26000,Delhi,925000.0,20000-30000
Maruti,2016,Maruti Ciaz,Petrol,ZXi Plus,1,68000,Delhi,645000.0,60000-70000
Maruti,2018,Maruti Ciaz,Petrol,Delta BSIV,1,60000,Delhi,760000.0,60000-70000
BMW,2020,BMW 3 Series,Petrol,330i Sport,1,20000,Delhi,4200000.0,20000-30000
Honda,2021,Honda City,Petrol,VX MT,1,8000,Delhi,1245000.0,0-10000
Ford,2018,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,1,70000,Delhi,600000.0,70000-80000
Tata,2021,Tata Harrier,Diesel,XZ Plus BSVI,1,70000,Delhi,1650000.0,70000-80000
Hyundai,2021,Hyundai Venue,Petrol,SX Turbo,2,14445,Delhi,852999.9999999999,10000-20000
Tata,2019,Tata Nexon,Petrol,1.2 Revotron XZA Plus,2,29847,Delhi,861000.0,20000-30000
Volkswagen,2011,Volkswagen Vento,Petrol,Petrol Highline,2,80000,Delhi,275000.0,80000-90000
Hyundai,2014,Hyundai Grand i10,Petrol,AT Asta,1,88443,Delhi,418000.0,80000-90000
Hyundai,2011,Hyundai i10,Petrol,Magna,2,82892,Delhi,190000.0,80000-90000
Mahindra,2023,Mahindra Thar,Diesel,LX 4-Str Hard Top Diesel AT BSVI,1,14500,Delhi,1850000.0,10000-20000
Hyundai,2015,Hyundai i20 Active,Petrol,1.2 SX,1,59549,Delhi,519000.00000000006,50000-60000
Maruti,2022,Maruti Swift,Petrol,VXI BSVI,1,10000,Delhi,700000.0,10000-20000
Ford,2018,Ford Ecosport,Diesel,1.5 Diesel Titanium BSIV,2,60000,Delhi,600000.0,60000-70000
Tata,2018,Tata Nexon,Petrol,1.2 Revotron XMA,1,32000,Delhi,675000.0,30000-40000
Maruti,2019,Maruti Swift,Petrol,LXI,1,20000,Delhi,550000.0,20000-30000
Maruti,2023,Maruti Alto K10,Petrol,VXi BSVI,1,2900,Delhi,430000.0,0-10000
Hyundai,2022,Hyundai Venue,Petrol,S BSVI,1,15000,Delhi,860000.0,10000-20000
Hyundai,2022,Hyundai Santro,Petrol,Sportz,1,11200,Delhi,530000.0,10000-20000
Kia,2023,Kia Sonet,Petrol,HTK Plus Turbo iMT BSVI,1,1900,Delhi,1070000.0,0-10000
Hyundai,2010,Hyundai i10,Petrol,Magna,1,70098,Delhi,173000.0,70000-80000
Nissan,2021,Nissan Magnite,Petrol,XV BSVI,1,30498,Delhi,707000.0,30000-40000
Honda,2021,Honda Amaze,Petrol,VX CVT BSVI,1,33000,Delhi,819999.9999999999,30000-40000
Renault,2021,Renault Kiger,Petrol,RXZ Turbo DT,1,7243,Delhi,827999.9999999999,0-10000
Maruti,2023,Maruti Brezza,Petrol,Zxi DT BSVI,1,7867,Delhi,1255000.0,0-10000
Maruti,2018,Maruti Vitara Brezza,Diesel,ZDi Plus Dual Tone,2,110000,Delhi,690000.0,110000-120000
Renault,2022,Renault Triber,Petrol,RXL BSVI,1,49650,Delhi,616000.0,40000-50000
Tata,2022,Tata New Safari,Diesel,XZ Plus 6 Str Adventure Edition BSVI,1,5301,Delhi,2099000.0,0-10000
Hyundai,2019,Hyundai Venue,Petrol,S Turbo BSIV,1,21366,Delhi,800000.0,20000-30000
Jeep,2021,Jeep Compass,Diesel,Model S 4X4 Diesel AT BSVI,1,40099,Delhi,2450000.0,40000-50000
Ford,2015,Ford Aspire,Diesel,1.5 TDCi Titanium Plus,1,100000,Delhi,315000.0,100000-110000
Ford,2015,Ford Aspire,Diesel,1.5 TDCi Titanium Plus,1,100000,Delhi,315000.0,100000-110000
Honda,2015,Honda City,Petrol,i VTEC VX,1,48000,Delhi,650000.0,40000-50000
Mercedes-Benz,2020,Mercedes-Benz GLE,Diesel,300d BSVI,1,29000,Delhi,7800000.0,20000-30000
Tata,2019,Tata Nexon,Petrol,1.2 Revotron XZA Plus,1,58000,Delhi,825000.0,50000-60000
Honda,2016,Honda Amaze,Petrol,S i-VTEC,1,58000,Delhi,485000.0,50000-60000
Honda,2015,Honda Amaze,Petrol,S i-Vtech,1,50000,Delhi,350000.0,50000-60000
Honda,2019,Honda Amaze,Petrol,VX CVT i-VTEC,1,32000,Delhi,795000.0,30000-40000
BMW,2020,BMW 3 Series,Diesel,320d Luxury Line,1,9900,Delhi,4090000.0,0-10000
Maruti,2017,Maruti Swift,Petrol,LXI Optional-O,1,3721,Delhi,470000.0,0-10000
Hyundai,2020,Hyundai Grand i10 Nios,Petrol,Sportz,1,16564,Delhi,625000.0,10000-20000
BMW,2019,BMW X5,Diesel,xDrive 30d xLine,1,34000,Delhi,7290000.000000001,30000-40000
Tata,2022,Tata Punch,Petrol,Creative BSVI,1,15992,Delhi,794000.0,10000-20000
Maruti,2015,Maruti Alto K10,Petrol,VXI,1,91380,Delhi,266000.0,90000-100000
Mercedes-Benz,2017,Mercedes-Benz CLA,Petrol,200 CGI Sport,1,50000,Delhi,2390000.0,50000-60000
Maruti,2017,Maruti Alto K10,Petrol,VXI,2,47231,Delhi,296000.0,40000-50000
Toyota,2018,Toyota Fortuner,Diesel,2.8 2WD AT,1,20500,Delhi,3090000.0,20000-30000
Maruti,2018,Maruti Vitara Brezza,Diesel,VDi Option,1,89908,Delhi,607000.0,80000-90000
Mercedes-Benz,2018,Mercedes-Benz GLC,Diesel,220,1,60000,Delhi,4000000.0,60000-70000
BMW,2018,BMW X1,Diesel,sDrive 20d xLine,1,34000,Delhi,2750000.0,30000-40000
Toyota,2022,Toyota Glanza,Petrol,S BSVI,1,30000,Delhi,740000.0,30000-40000
Hyundai,2010,Hyundai i10,Petrol,Era 1.1,1,99100,Delhi,167000.0,90000-100000
Jeep,2019,Jeep Compass,Petrol,1.4 Limited,1,22000,Delhi,1475000.0,20000-30000
BMW,2017,BMW X1,Diesel,sDrive20d Expedition,1,22120,Delhi,1995000.0,20000-30000
Mahindra,2020,Mahindra XUV500,Diesel,W5,1,30120,Delhi,1265000.0,30000-40000
Renault,2023,Renault Triber,Petrol,RXZ EASY-R AMT Dual Tone BSVI,1,4000,Delhi,835000.0,0-10000
Hyundai,2021,Hyundai Venue,Diesel,SX Opt Dual Tone Diesel,1,14800,Delhi,1095000.0,10000-20000
Honda,2020,Honda Civic,Petrol,ZX,1,8120,Delhi,1950000.0,0-10000
Hyundai,2012,Hyundai i20,Petrol,Magna,1,54650,Delhi,309000.0,50000-60000
Hyundai,2010,Hyundai i10,Petrol,Magna 1.1,1,99343,Delhi,205000.0,90000-100000
Jeep,2020,Jeep Compass,Diesel,2.0 Longitude Option,1,22800,Delhi,1698999.9999999998,20000-30000
Maruti,2014,Maruti Wagon R,Petrol,LXI BS IV,2,37961,Delhi,303000.0,30000-40000
Maruti,2016,Maruti Alto K10,Petrol,VXI,2,76751,Delhi,264000.0,70000-80000
Mahindra,2022,Mahindra Scorpio N,Petrol,Z8L 6 Str AT BSVI,1,6000,Delhi,2395000.0,0-10000
MG,2021,MG Astor,Petrol,Savvy Turbo AT BSVI,1,24788,Delhi,1541000.0,20000-30000
Mitsubishi,2010,Mitsubishi Outlander,Petrol,2.4,2,90000,Delhi,400000.0,90000-100000
Maruti,2017,Maruti Alto K10,Petrol,VXI,1,70036,Delhi,308000.0,70000-80000
Mahindra,2019,Mahindra XUV500,Diesel,W9 2WD,2,45500,Delhi,1000000.0,40000-50000
Audi,2022,Audi Q5,Petrol,Premium plus BSVI,1,16000,Delhi,5700000.0,10000-20000
Hyundai,2012,Hyundai i20,Petrol,1.2 Sportz,1,75000,Delhi,240000.0,70000-80000
Mercedes-Benz,2012,Mercedes-Benz S-Class,Petrol,S 350 L,1,19000,Delhi,2450000.0,10000-20000
Mercedes-Benz,2014,Mercedes-Benz A Class,Diesel,A180 CDI,2,40000,Delhi,1290000.0,40000-50000
Jaguar,2019,Jaguar XE,Petrol,Portfolio,1,20000,Delhi,3250000.0,20000-30000
Honda,2013,Honda City,Petrol,V AT,2,61000,Delhi,440000.00000000006,60000-70000
Maruti,2018,Maruti Ciaz,Petrol,1.4 AT Alpha,1,30000,Delhi,800000.0,30000-40000
Maruti,2019,Maruti Ertiga,Petrol,VXI Petrol,1,77293,Delhi,921000.0,70000-80000
Maruti,2013,Maruti Swift Dzire,Petrol,VXI,1,110000,Delhi,310000.0,110000-120000
Maruti,2019,Maruti Alto K10,Petrol,VXI,1,25502,Delhi,358000.0,20000-30000
Maruti,2016,Maruti Celerio,Petrol,ZXI AMT,1,57120,Delhi,390000.0,50000-60000
Toyota,2016,Toyota Innova Crysta,Diesel,2.8 GX AT 8S BSIV,1,97000,Delhi,1350000.0,90000-100000
Maruti,2017,Maruti Wagon R,Petrol,VXI BS IV,1,51868,Delhi,345000.0,50000-60000
Hyundai,2010,Hyundai i10,Petrol,Sportz Option,1,52725,Delhi,208000.0,50000-60000
Maruti,2014,Maruti Swift,Diesel,VDI BSIV,1,50000,Delhi,320000.0,50000-60000
Hyundai,2012,Hyundai i10,Petrol,Magna,1,84929,Delhi,210000.0,80000-90000
Honda,2017,Honda WR-V,Petrol,i-VTEC VX,1,42000,Delhi,675000.0,40000-50000
