oem,modelYear,model,ft,ownerNo,City,price_cleaned,km_bucket
Honda,2012,Honda Brio,Petrol,1,Delhi,295000.0,60000-70000
Mahindra,2022,Mahindra XUV700,Diesel,1,Delhi,2775000.0,10000-20000
Lexus,2019,Lexus ES,Petrol,1,Delhi,4975000.0,50000-60000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Diesel,1,Delhi,3950000.0,20000-30000
Renault,2022,Renault KWID,Petrol,1,Delhi,489000.0,0-10000
Honda,2013,Honda Amaze,Petrol,2,Delhi,326000.0,40000-50000
Audi,2016,Audi A4,Diesel,1,Delhi,1549000.0,30000-40000
Hyundai,2016,Hyundai i20,Petrol,1,Delhi,547000.0,70000-80000
Hyundai,2019,Hyundai Grand i10 Nios,Petrol,1,Delhi,614000.0,70000-80000
Jaguar,2018,Jaguar XJ,Diesel,2,Delhi,5300000.0,40000-50000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Delhi,445000.0,20000-30000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,1,Delhi,2200000.0,80000-90000
Hyundai,2013,Hyundai i10,Petrol,1,Delhi,285000.0,40000-50000
Mahindra,2017,Mahindra TUV 300,Diesel,1,Delhi,600000.0,70000-80000
BMW,2016,BMW 5 Series,Diesel,1,Delhi,2350000.0,90000-100000
MG,2021,MG Hector,Petrol,1,Delhi,1675000.0,60000-70000
Volkswagen,2021,Volkswagen Polo,Petrol,1,Delhi,875000.0,60000-70000
Mercedes-Benz,2018,Mercedes-Benz CLA,Diesel,1,Delhi,2850000.0,30000-40000
Toyota,2014,Toyota Corolla Altis,Petrol,1,Delhi,695000.0,60000-70000
Maruti,2018,Maruti Baleno,Petrol,1,Delhi,725000.0,40000-50000
Mercedes-Benz,2010,Mercedes-Benz E-Class,Petrol,2,Delhi,790000.0,80000-90000
Toyota,2014,Toyota Innova,Diesel,2,Delhi,975000.0,80000-90000
Maruti,2014,Maruti Swift Dzire,Diesel,1,Delhi,500000.0,70000-80000
MG,2020,MG Hector,Petrol,1,Delhi,1650000.0,20000-30000
Maruti,2015,Maruti Alto K10,Petrol,1,Delhi,253000.0,30000-40000
Maruti,2017,Maruti Swift Dzire,Petrol,1,Delhi,496000.0,50000-60000
Ford,2017,Ford Ecosport,Petrol,2,Delhi,510000.0,70000-80000
Honda,2015,Honda City,Petrol,2,Delhi,554000.0,40000-50000
Toyota,2014,Toyota Fortuner,Diesel,1,Delhi,1425000.0,60000-70000
Hyundai,2017,Hyundai i20,Petrol,2,Delhi,485000.0,30000-40000
Ford,2017,Ford Endeavour,Diesel,2,Delhi,2250000.0,70000-80000
Hyundai,2016,Hyundai i20,Petrol,2,Delhi,425000.0,80000-90000
Maruti,2016,Maruti Swift,Petrol,2,Delhi,415000.00000000006,40000-50000
Skoda,2021,Skoda Kushaq,Petrol,1,Delhi,1580000.0,20000-30000
Maruti,2011,Maruti Wagon R,Petrol,2,Delhi,165000.0,70000-80000
BMW,2018,BMW 5 Series,Diesel,2,Delhi,3550000.0,60000-70000
Maruti,2014,Maruti Ertiga,Diesel,2,Delhi,560000.0,100000-110000
Maruti,2020,Maruti Baleno,Petrol,1,Delhi,634000.0,20000-30000
Maruti,2022,Maruti Ignis,Petrol,1,Delhi,525000.0,20000-30000
Ford,2018,Ford Ecosport,Diesel,1,Delhi,660000.0,60000-70000
Maruti,2017,Maruti Swift Dzire,Diesel,1,Delhi,562000.0,90000-100000
Hyundai,2018,Hyundai Creta,Diesel,1,Delhi,1114000.0,40000-50000
Maruti,2019,Maruti Alto 800,Petrol,1,Delhi,344000.0,10000-20000
Audi,2018,Audi Q7,Diesel,2,Delhi,4750000.0,100000-110000
BMW,2019,BMW 5 Series,Petrol,1,Delhi,4500000.0,50000-60000
Honda,2011,Honda City,Petrol,1,Delhi,278000.0,70000-80000
Mercedes-Benz,2022,Mercedes-Benz A-Class Limousine,Diesel,1,Delhi,4700000.0,10000-20000
Mahindra,2021,Mahindra Alturas G4,Diesel,1,Delhi,3050000.0,20000-30000
Hyundai,2017,Hyundai Creta,Petrol,1,Delhi,690000.0,40000-50000
Maruti,2020,Maruti Ciaz,Petrol,1,Delhi,819999.9999999999,80000-90000
Mahindra,2013,Mahindra XUV500,Diesel,1,Delhi,399000.0,60000-70000
Honda,2018,Honda City,Petrol,1,Delhi,720000.0,70000-80000
Hyundai,2014,Hyundai Grand i10,Petrol,1,Delhi,340000.0,50000-60000
Ford,2015,Ford Ecosport,Petrol,3,Delhi,380000.0,100000-110000
Maruti,2019,Maruti Swift Dzire,Petrol,1,Delhi,653000.0,0-10000
Hyundai,2016,Hyundai Xcent,Diesel,1,Delhi,426000.0,30000-40000
Renault,2021,Renault KWID,Petrol,1,Delhi,465000.00000000006,0-10000
Hyundai,2011,Hyundai i20,Petrol,1,Delhi,245000.00000000003,60000-70000
Maruti,2017,Maruti Swift,Petrol,2,Delhi,432000.0,50000-60000
Maruti,2018,Maruti Ertiga,Petrol,1,Delhi,844999.9999999999,40000-50000
Ford,2017,Ford Ecosport,Diesel,1,Delhi,580000.0,20000-30000
Maruti,2013,Maruti Wagon R,Petrol,1,Delhi,235000.0,50000-60000
Maruti,2013,Maruti Wagon R,Petrol,1,Delhi,270000.0,40000-50000
Ford,2015,Ford Ecosport,Petrol,1,Delhi,625000.0,60000-70000
Skoda,2014,Skoda Octavia,Petrol,1,Delhi,1050000.0,40000-50000
Toyota,2022,Toyota Glanza,Petrol,1,Delhi,740000.0,30000-40000
Skoda,2017,Skoda Octavia,Petrol,1,Delhi,1049000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,2,Delhi,570000.0,30000-40000
Honda,2012,Honda Brio,Petrol,1,Delhi,275000.0,90000-100000
Maruti,2014,Maruti 800,Petrol,2,Delhi,250000.0,40000-50000
Jeep,2019,Jeep Compass,Petrol,1,Delhi,1365000.0,60000-70000
Volkswagen,2016,Volkswagen Polo,Petrol,1,Delhi,429000.0,80000-90000
Land Rover,2014,Land Rover Range Rover Evoque,Diesel,3,Delhi,2190000.0,80000-90000
Maruti,2016,Maruti Swift Dzire,Diesel,1,Delhi,544000.0,60000-70000
Maruti,2019,Maruti Alto 800,Petrol,2,Delhi,336000.0,20000-30000
Mercedes-Benz,2017,Mercedes-Benz C-Class,Petrol,1,Delhi,3050000.0,30000-40000
Maruti,2016,Maruti Swift,Petrol,1,Delhi,449000.0,20000-30000
Ford,2021,Ford Endeavour,Diesel,2,Delhi,3800000.0,40000-50000
Maruti,2018,Maruti Baleno,Petrol,1,Delhi,503000.0,80000-90000
Ford,2014,Ford Ecosport,Diesel,1,Delhi,350000.0,40000-50000
Land Rover,2018,Land Rover Range Rover Sport,Petrol,1,Delhi,9600000.0,40000-50000
Maruti,2023,Maruti Jimny,Petrol,1,Delhi,1755000.0,0-10000
Ford,2011,Ford Figo,Petrol,2,Delhi,100000.0,80000-90000
Maruti,2023,Maruti Brezza,Petrol,1,Delhi,1200000.0,20000-30000
Hyundai,2012,Hyundai i20,Petrol,2,Delhi,275000.0,60000-70000
Maruti,2014,Maruti Swift Dzire,Diesel,2,Delhi,350000.0,90000-100000
Hyundai,2011,Hyundai i10,Petrol,1,Delhi,221000.0,60000-70000
Honda,2020,Honda WR-V,Diesel,1,Delhi,827999.9999999999,80000-90000
Ford,2017,Ford Ecosport,Diesel,1,Delhi,600000.0,80000-90000
Toyota,2020,Toyota Innova Crysta,Petrol,2,Delhi,1556000.0,40000-50000
Maruti,2012,Maruti Swift Dzire,Petrol,2,Delhi,325000.0,70000-80000
Maruti,2017,Maruti Wagon R,Petrol,1,Delhi,371000.0,50000-60000
Maruti,2022,Maruti S-Presso,Petrol,1,Delhi,475000.0,10000-20000
Hyundai,2015,Hyundai Grand i10,Petrol,1,Delhi,406000.0,50000-60000
Maruti,2021,Maruti XL6,Petrol,1,Delhi,1090000.0,50000-60000
Hyundai,2019,Hyundai Venue,Petrol,1,Delhi,890000.0,70000-80000
Mercedes-Benz,2014,Mercedes-Benz E-Class,Petrol,1,Delhi,1890000.0,60000-70000
Mahindra,2015,Mahindra Bolero,Diesel,3,Delhi,485000.0,90000-100000
Mahindra,2016,Mahindra Scorpio,Diesel,1,Delhi,840000.0,70000-80000
Honda,2019,Honda City,Petrol,1,Delhi,900000.0,60000-70000
Kia,2021,Kia Sonet,Petrol,1,Delhi,950000.0,20000-30000
Hyundai,2011,Hyundai Verna,Petrol,1,Delhi,418000.0,60000-70000
Hyundai,2019,Hyundai Creta,Diesel,1,Delhi,1195000.0,30000-40000
MG,2023,MG Gloster,Diesel,1,Delhi,4640000.0,0-10000
Volkswagen,2022,Volkswagen Polo,Petrol,1,Hyderabad,1044000.0,20000-30000
Hyundai,2014,Hyundai EON,Petrol,2,Hyderabad,260000.0,80000-90000
Hyundai,2023,Hyundai Venue,Petrol,1,Hyderabad,955000.0,10000-20000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,671000.0,50000-60000
Mahindra,2022,Mahindra Thar,Petrol,1,Hyderabad,1900000.0,10000-20000
Kia,2021,Kia Sonet,Petrol,1,Hyderabad,1178000.0,10000-20000
Maruti,2017,Maruti Celerio,Petrol,1,Hyderabad,489000.0,60000-70000
Hyundai,2022,Hyundai Verna,Petrol,1,Hyderabad,1541000.0,0-10000
Maruti,2017,Maruti Celerio,Petrol,1,Hyderabad,465000.00000000006,70000-80000
Ford,2021,Ford Figo,Petrol,1,Hyderabad,728000.0,20000-30000
Tata,2018,Tata Tiago,Petrol,1,Hyderabad,530000.0,70000-80000
Datsun,2021,Datsun RediGO,Petrol,1,Hyderabad,466000.0,30000-40000
Renault,2020,Renault KWID,Petrol,1,Hyderabad,457000.0,50000-60000
Volkswagen,2013,Volkswagen Polo,Diesel,2,Hyderabad,350000.0,40000-50000
BMW,2020,BMW X1,Diesel,1,Hyderabad,3800000.0,60000-70000
Maruti,2014,Maruti Wagon R,Petrol,1,Hyderabad,375000.0,60000-70000
Maruti,2020,Maruti Wagon R,Petrol,1,Hyderabad,600000.0,40000-50000
Jeep,2018,Jeep Compass,Diesel,1,Hyderabad,1400000.0,80000-90000
Jeep,2019,Jeep Compass,Diesel,1,Hyderabad,1900000.0,50000-60000
Hyundai,2020,Hyundai i20,Petrol,1,Hyderabad,740000.0,40000-50000
Hyundai,2020,Hyundai Aura,Petrol,2,Hyderabad,766000.0,30000-40000
Renault,2014,Renault Duster,Diesel,1,Hyderabad,440000.00000000006,100000-110000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Hyderabad,519000.00000000006,30000-40000
MG,2020,MG Hector Plus,Diesel,1,Hyderabad,1600000.0,80000-90000
Maruti,2022,Maruti S-Presso,Petrol,1,Hyderabad,525000.0,10000-20000
Kia,2019,Kia Seltos,Diesel,1,Hyderabad,1108000.0,70000-80000
Maruti,2020,Maruti S-Presso,Petrol,1,Hyderabad,420000.0,50000-60000
Maruti,2017,Maruti Swift Dzire,Petrol,2,Hyderabad,605000.0,60000-70000
Maruti,2018,Maruti Alto 800,Petrol,1,Hyderabad,326000.0,40000-50000
Ford,2020,Ford Ecosport,Petrol,1,Hyderabad,950000.0,30000-40000
Honda,2018,Honda Jazz,Petrol,1,Hyderabad,639000.0,70000-80000
Hyundai,2018,Hyundai i20,Petrol,2,Hyderabad,712000.0,40000-50000
Mercedes-Benz,2018,Mercedes-Benz GLE,Diesel,2,Hyderabad,3000000.0,100000-110000
Maruti,2021,Maruti Swift,Petrol,1,Hyderabad,670000.0,30000-40000
Mahindra,2021,Mahindra Thar,Petrol,1,Hyderabad,1650000.0,30000-40000
Tata,2022,Tata Altroz,Petrol,1,Hyderabad,875000.0,20000-30000
Jeep,2018,Jeep Compass,Diesel,1,Hyderabad,1600000.0,50000-60000
Volkswagen,2017,Volkswagen Polo,Petrol,1,Hyderabad,675000.0,60000-70000
Volkswagen,2018,Volkswagen Ameo,Petrol,2,Hyderabad,533000.0,70000-80000
Renault,2020,Renault KWID,Petrol,2,Hyderabad,487000.0,30000-40000
BMW,2019,BMW X1,Diesel,1,Hyderabad,3390000.0,40000-50000
Maruti,2022,Maruti S-Presso,Petrol,2,Hyderabad,526000.0,0-10000
Maruti,2022,Maruti Baleno,Petrol,1,Hyderabad,926000.0,0-10000
Toyota,2018,Toyota Yaris,Petrol,1,Hyderabad,850000.0,20000-30000
Maruti,2019,Maruti Swift Dzire,Petrol,2,Hyderabad,725000.0,90000-100000
Maruti,2018,Maruti Celerio,Petrol,2,Hyderabad,501000.0,60000-70000
Maruti,2017,Maruti Swift Dzire,Petrol,1,Hyderabad,577000.0,90000-100000
Mahindra,2015,Mahindra XUV500,Diesel,1,Hyderabad,894999.9999999999,60000-70000
Hyundai,2019,Hyundai Grand i10,Petrol,1,Hyderabad,521000.0,30000-40000
Maruti,2013,Maruti Ertiga,Diesel,1,Hyderabad,670000.0,90000-100000
Skoda,2018,Skoda Rapid,Petrol,1,Hyderabad,775000.0,60000-70000
Maruti,2019,Maruti Vitara Brezza,Diesel,1,Hyderabad,980000.0,50000-60000
Maruti,2019,Maruti Ciaz,Petrol,2,Hyderabad,830000.0000000001,60000-70000
Maruti,2020,Maruti Swift Dzire,Petrol,1,Hyderabad,750000.0,60000-70000
Maruti,2017,Maruti Swift,Diesel,2,Hyderabad,600000.0,110000-120000
Maruti,2017,Maruti Alto 800,Petrol,1,Hyderabad,302000.0,70000-80000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,2,Hyderabad,736000.0,30000-40000
Maruti,2019,Maruti Ignis,Petrol,1,Hyderabad,480000.0,80000-90000
Hyundai,2021,Hyundai i20,Petrol,1,Hyderabad,967000.0,10000-20000
Maruti,2020,Maruti S-Presso,Petrol,1,Hyderabad,432000.0,60000-70000
Ford,2019,Ford Figo,Petrol,1,Hyderabad,600000.0,40000-50000
Maruti,2016,Maruti Swift Dzire,Petrol,1,Hyderabad,610000.0,70000-80000
Datsun,2018,Datsun GO,Petrol,1,Hyderabad,337000.0,60000-70000
Hyundai,2019,Hyundai Santro,Petrol,1,Hyderabad,527000.0,70000-80000
BMW,2014,BMW 5 Series,Diesel,1,Hyderabad,1750000.0,100000-110000
Volkswagen,2017,Volkswagen Polo,Petrol,3,Hyderabad,549000.0,100000-110000
Fiat,2017,Fiat Punto EVO,Petrol,2,Hyderabad,270000.0,80000-90000
Renault,2017,Renault Captur,Diesel,1,Hyderabad,975000.0,70000-80000
Hyundai,2018,Hyundai i20,Diesel,1,Hyderabad,725000.0,70000-80000
Hyundai,2023,Hyundai Venue,Petrol,1,Hyderabad,955000.0,20000-30000
Kia,2022,Kia Carens,Diesel,1,Hyderabad,1850000.0,30000-40000
Hyundai,2023,Hyundai Venue,Petrol,1,Hyderabad,1010000.0,20000-30000
Kia,2021,Kia Seltos,Petrol,1,Hyderabad,1750000.0,20000-30000
Hyundai,2016,Hyundai i20,Petrol,1,Hyderabad,621000.0,50000-60000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,633000.0,70000-80000
BMW,2022,BMW 5 Series,Diesel,1,Hyderabad,6900000.0,30000-40000
Hyundai,2019,Hyundai Grand i10,Petrol,2,Hyderabad,515000.00000000006,20000-30000
Maruti,2019,Maruti Baleno,Petrol,1,Hyderabad,679000.0,80000-90000
Hyundai,2022,Hyundai Creta,Petrol,1,Hyderabad,1388000.0,20000-30000
Maruti,2017,Maruti Ignis,Petrol,2,Hyderabad,609000.0,100000-110000
Toyota,2021,Toyota Urban cruiser,Petrol,2,Hyderabad,1000000.0,50000-60000
Maruti,2017,Maruti Swift,Diesel,1,Hyderabad,570000.0,100000-110000
MG,2023,MG Hector,Petrol,1,Hyderabad,2650000.0,10000-20000
Maruti,2018,Maruti Swift Dzire,Petrol,1,Hyderabad,679000.0,30000-40000
Mahindra,2023,Mahindra Scorpio N,Petrol,1,Hyderabad,1800000.0,10000-20000
Hyundai,2018,Hyundai i20,Petrol,1,Hyderabad,640000.0,20000-30000
Maruti,2020,Maruti Celerio,Petrol,1,Hyderabad,475000.0,60000-70000
Honda,2011,Honda City,Petrol,1,Hyderabad,430000.0,110000-120000
Maruti,2022,Maruti Grand Vitara,Petrol,1,Hyderabad,1700000.0,0-10000
Volkswagen,2021,Volkswagen Taigun,Petrol,1,Hyderabad,1950000.0,40000-50000
Mahindra,2014,Mahindra XUV500,Diesel,2,Hyderabad,700000.0,80000-90000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Hyderabad,675000.0,20000-30000
Datsun,2018,Datsun GO,Petrol,1,Hyderabad,430000.0,70000-80000
Renault,2019,Renault KWID,Petrol,1,Hyderabad,420000.0,60000-70000
Maruti,2020,Maruti Wagon R,Petrol,1,Hyderabad,580000.0,60000-70000
Hyundai,2013,Hyundai i10,Petrol,2,Hyderabad,334000.0,50000-60000
Maruti,2014,Maruti Ritz,Petrol,1,Hyderabad,402000.0,60000-70000
Honda,2017,Honda City,Petrol,1,Hyderabad,795000.0,50000-60000
Maruti,2016,Maruti Baleno,Petrol,2,Hyderabad,570000.0,100000-110000
Hyundai,2021,Hyundai Santro,Petrol,2,Hyderabad,551000.0,20000-30000
Hyundai,2010,Hyundai i20,Petrol,2,Hyderabad,280000.0,100000-110000
Datsun,2021,Datsun RediGO,Petrol,1,Hyderabad,463000.0,20000-30000
Maruti,2016,Maruti Ciaz,Petrol,1,Hyderabad,625000.0,60000-70000
Volkswagen,2022,Volkswagen Taigun,Petrol,1,Hyderabad,1950000.0,30000-40000
Maruti,2018,Maruti Alto 800,Petrol,1,Hyderabad,325000.0,40000-50000
Maruti,2016,Maruti Alto 800,Petrol,1,Hyderabad,275000.0,50000-60000
Datsun,2021,Datsun RediGO,Petrol,1,Hyderabad,447000.0,10000-20000
Hyundai,2018,Hyundai Grand i10,Diesel,1,Hyderabad,578000.0,90000-100000
Skoda,2015,Skoda Rapid,Diesel,1,Hyderabad,600000.0,80000-90000
Volkswagen,2016,Volkswagen Ameo,Petrol,1,Hyderabad,524000.0,90000-100000
Datsun,2020,Datsun RediGO,Petrol,2,Hyderabad,402000.0,10000-20000
Maruti,2018,Maruti Ignis,Petrol,1,Hyderabad,552000.0,90000-100000
Hyundai,2010,Hyundai i10,Petrol,1,Hyderabad,265000.0,80000-90000
Maruti,2013,Maruti Swift,Diesel,2,Hyderabad,443000.0,70000-80000
Hyundai,2016,Hyundai Verna,Petrol,1,Hyderabad,721000.0,70000-80000
Hyundai,2022,Hyundai Verna,Petrol,1,Hyderabad,1550000.0,0-10000
Hyundai,2021,Hyundai i20,Petrol,1,Hyderabad,1092000.0,50000-60000
Maruti,2018,Maruti Vitara Brezza,Diesel,1,Hyderabad,890000.0,70000-80000
Maruti,2018,Maruti Baleno,Petrol,2,Hyderabad,550000.0,60000-70000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,609000.0,90000-100000
Tata,2019,Tata Hexa,Diesel,2,Hyderabad,1450000.0,60000-70000
Maruti,2021,Maruti XL6,Petrol,1,Hyderabad,1100000.0,50000-60000
Mercedes-Benz,2019,Mercedes-Benz C-Class,Diesel,2,Hyderabad,3800000.0,50000-60000
Nissan,2020,Nissan Kicks,Petrol,2,Hyderabad,1199000.0,30000-40000
Hyundai,2018,Hyundai Verna,Diesel,1,Hyderabad,1013000.0,80000-90000
Hyundai,2017,Hyundai Creta,Petrol,2,Hyderabad,1008000.0,60000-70000
Hyundai,2012,Hyundai Santro Xing,Petrol,2,Hyderabad,260000.0,50000-60000
Hyundai,2017,Hyundai Creta,Diesel,1,Hyderabad,1124000.0,90000-100000
Volkswagen,2017,Volkswagen Ameo,Petrol,1,Hyderabad,609000.0,60000-70000
Maruti,2014,Maruti Alto K10,Petrol,2,Hyderabad,272000.0,70000-80000
MG,2020,MG Hector,Diesel,1,Hyderabad,1500000.0,40000-50000
Hyundai,2018,Hyundai Santro,Petrol,2,Hyderabad,522000.0,80000-90000
Maruti,2017,Maruti Baleno,Petrol,2,Hyderabad,623000.0,70000-80000
Mahindra,2010,Mahindra Scorpio,Diesel,1,Hyderabad,585000.0,50000-60000
Maruti,2017,Maruti Alto 800,Petrol,2,Hyderabad,298000.0,70000-80000
Maruti,2016,Maruti Celerio,Diesel,1,Hyderabad,400000.0,80000-90000
Mercedes-Benz,2019,Mercedes-Benz E-Class,Diesel,1,Hyderabad,4980000.0,50000-60000
Hyundai,2018,Hyundai Creta,Diesel,1,Hyderabad,1080000.0,60000-70000
Toyota,2014,Toyota Etios Cross,Diesel,1,Hyderabad,520000.0,90000-100000
Hyundai,2019,Hyundai Grand i10,Petrol,1,Hyderabad,680000.0,10000-20000
Honda,2021,Honda City,Petrol,1,Hyderabad,1199000.0,50000-60000
Hyundai,2016,Hyundai i20,Petrol,1,Hyderabad,633000.0,70000-80000
Honda,2015,Honda City,Petrol,3,Hyderabad,562000.0,100000-110000
Maruti,2016,Maruti Celerio,Diesel,1,Hyderabad,475000.0,70000-80000
Honda,2017,Honda Jazz,Petrol,1,Hyderabad,601000.0,60000-70000
Maruti,2018,Maruti Alto 800,Petrol,1,Hyderabad,352000.0,0-10000
Mahindra,2019,Mahindra Alturas G4,Diesel,1,Hyderabad,2395000.0,60000-70000
Hyundai,2012,Hyundai i10,Petrol,2,Hyderabad,300000.0,70000-80000
Maruti,2018,Maruti Baleno,Petrol,1,Hyderabad,720000.0,60000-70000
Renault,2022,Renault KWID,Petrol,1,Hyderabad,541000.0,10000-20000
Hyundai,2018,Hyundai Grand i10,Petrol,1,Hyderabad,514000.0,40000-50000
Mahindra,2016,Mahindra Jeep,Diesel,3,Hyderabad,395000.0,70000-80000
Maruti,2022,Maruti Baleno,Petrol,1,Hyderabad,780000.0,30000-40000
Tata,2015,Tata Zest,Petrol,2,Hyderabad,400000.0,100000-110000
Maruti,2019,Maruti Ciaz,Diesel,1,Hyderabad,995000.0,50000-60000
Mahindra,2017,Mahindra XUV500,Diesel,1,Hyderabad,1490000.0,100000-110000
Mercedes-Benz,2017,Mercedes-Benz GLS,Diesel,1,Hyderabad,6695000.0,60000-70000
Datsun,2018,Datsun RediGO,Petrol,1,Hyderabad,375000.0,80000-90000
Audi,2017,Audi Q5,Diesel,1,Hyderabad,3000000.0,70000-80000
Honda,2013,Honda Brio,Petrol,2,Hyderabad,314000.0,50000-60000
Renault,2021,Renault KWID,Petrol,2,Hyderabad,556000.0,10000-20000
Maruti,2021,Maruti Baleno,Petrol,1,Hyderabad,787000.0,10000-20000
Maruti,2019,Maruti Swift,Petrol,1,Hyderabad,595000.0,50000-60000
Tata,2021,Tata Tiago,Petrol,2,Hyderabad,771000.0,10000-20000
Honda,2018,Honda Amaze,Diesel,1,Hyderabad,790000.0,30000-40000
Hyundai,2017,Hyundai i20,Petrol,1,Hyderabad,655000.0,40000-50000
Hyundai,2012,Hyundai i10,Petrol,1,Hyderabad,336000.0,40000-50000
Mercedes-Benz,2015,Mercedes-Benz CLA,Diesel,2,Hyderabad,1775000.0,70000-80000
Honda,2018,Honda City,Petrol,1,Hyderabad,832000.0,60000-70000
Tata,2017,Tata Hexa,Diesel,1,Hyderabad,1025000.0,90000-100000
Mercedes-Benz,2013,Mercedes-Benz E-Class,Diesel,1,Hyderabad,1995000.0,100000-110000
Mercedes-Benz,2015,Mercedes-Benz E-Class,Diesel,1,Hyderabad,2650000.0,60000-70000
BMW,2016,BMW X1,Diesel,1,Hyderabad,2450000.0,90000-100000
Audi,2017,Audi Q3,Diesel,1,Hyderabad,2550000.0,90000-100000
Maruti,2016,Maruti Swift,Diesel,1,Hyderabad,595000.0,60000-70000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Hyderabad,625000.0,10000-20000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Hyderabad,599000.0,60000-70000
Maruti,2018,Maruti Baleno,Petrol,2,Hyderabad,615000.0,50000-60000
Maruti,2019,Maruti Celerio,Petrol,1,Hyderabad,514000.0,50000-60000
Audi,2017,Audi Q3,Diesel,1,Hyderabad,2375000.0,90000-100000
Maruti,2017,Maruti Ciaz,Petrol,1,Hyderabad,700000.0,50000-60000
Renault,2020,Renault KWID,Petrol,1,Hyderabad,515000.00000000006,40000-50000
Ford,2018,Ford Ecosport,Petrol,1,Hyderabad,822000.0000000001,30000-40000
Hyundai,2010,Hyundai Santro Xing,Petrol,1,Hyderabad,265000.0,70000-80000
Hyundai,2016,Hyundai i20,Petrol,1,Hyderabad,579000.0,80000-90000
Hyundai,2013,Hyundai i10,Petrol,2,Hyderabad,318000.0,90000-100000
Honda,2016,Honda City,Petrol,1,Hyderabad,643000.0,90000-100000
Tata,2020,Tata Altroz,Petrol,1,Hyderabad,750000.0,60000-70000
Renault,2021,Renault Kiger,Petrol,1,Hyderabad,825000.0,20000-30000
Jeep,2022,Jeep Compass,Petrol,1,Hyderabad,2675000.0,0-10000
Maruti,2022,Maruti S-Presso,Petrol,1,Hyderabad,610000.0,0-10000
Honda,2021,Honda City,Petrol,1,Hyderabad,1090000.0,20000-30000
Maruti,2020,Maruti Swift Dzire Tour,Petrol,1,Hyderabad,625000.0,10000-20000
Ford,2010,Ford Figo,Petrol,2,Hyderabad,185000.0,70000-80000
Maruti,2020,Maruti Alto 800,Petrol,1,Hyderabad,357000.0,40000-50000
Maruti,2022,Maruti S-Presso,Petrol,1,Hyderabad,547000.0,10000-20000
Maruti,2018,Maruti Vitara Brezza,Diesel,2,Hyderabad,800000.0,100000-110000
Hyundai,2012,Hyundai i10,Petrol,3,Hyderabad,311000.0,40000-50000
Maruti,2017,Maruti Baleno,Petrol,2,Hyderabad,570000.0,50000-60000
Maruti,2010,Maruti Swift Dzire,Petrol,1,Hyderabad,300000.0,100000-110000
Maruti,2017,Maruti Alto 800,Petrol,1,Hyderabad,332000.0,80000-90000
Maruti,2016,Maruti Baleno,Petrol,2,Hyderabad,510000.0,50000-60000
Maruti,2016,Maruti Alto 800,Petrol,1,Hyderabad,325000.0,20000-30000
Ford,2019,Ford Freestyle,Petrol,1,Hyderabad,644000.0,40000-50000
Mercedes-Benz,2021,Mercedes-Benz C-Class,Petrol,1,Hyderabad,8200000.0,0-10000
Maruti,2018,Maruti Ignis,Petrol,1,Hyderabad,528000.0,20000-30000
Hyundai,2012,Hyundai Santro Xing,Petrol,2,Hyderabad,260000.0,50000-60000
Kia,2022,Kia Carens,Petrol,1,Hyderabad,1150000.0,40000-50000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,740000.0,40000-50000
Maruti,2019,Maruti Celerio X,Petrol,1,Hyderabad,599000.0,60000-70000
Maruti,2021,Maruti XL6,Petrol,1,Hyderabad,1125000.0,40000-50000
Honda,2020,Honda City,Petrol,1,Hyderabad,1299000.0,30000-40000
Honda,2019,Honda City,Petrol,1,Hyderabad,1050000.0,40000-50000
Datsun,2020,Datsun RediGO,Petrol,1,Hyderabad,416000.0,10000-20000
Maruti,2017,Maruti Swift Dzire,Petrol,1,Hyderabad,642000.0,60000-70000
Maruti,2018,Maruti Vitara Brezza,Diesel,1,Hyderabad,849000.0,90000-100000
Maruti,2013,Maruti Swift Dzire,Petrol,2,Hyderabad,434000.0,80000-90000
Honda,2012,Honda Brio,Petrol,3,Hyderabad,276000.0,90000-100000
Hyundai,2019,Hyundai i20,Petrol,1,Hyderabad,710000.0,30000-40000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,580000.0,80000-90000
Maruti,2016,Maruti Baleno,Petrol,1,Hyderabad,575000.0,60000-70000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Hyderabad,498000.00000000006,40000-50000
Hyundai,2015,Hyundai i20,Petrol,2,Hyderabad,533000.0,90000-100000
Maruti,2017,Maruti Baleno,Petrol,1,Hyderabad,699000.0,50000-60000
Tata,2019,Tata Tiago,Petrol,1,Hyderabad,520000.0,40000-50000
Honda,2018,Honda Amaze,Petrol,1,Hyderabad,720000.0,30000-40000
