oem,modelYear,model,ft,ownerNo,City,price_cleaned,km_bucket
Hyundai,2017,Hyundai Verna,Diesel,2,Bangalore,1085000.0,50000-60000
Fiat,2015,Fiat Punto EVO,Diesel,1,Bangalore,475000.0,50000-60000
Maruti,2015,Maruti Wagon R,Petrol,2,Bangalore,406000.0,50000-60000
Hyundai,2022,Hyundai i20,Diesel,1,Bangalore,1084000.0,20000-30000
Maruti,2016,Maruti Celerio,Petrol,1,Bangalore,445000.0,60000-70000
Mahindra,2016,Mahindra XUV500,Diesel,1,Bangalore,1382000.0,30000-40000
Maruti,2015,Maruti Swift Dzire,Petrol,1,Bangalore,601000.0,70000-80000
Hyundai,2022,Hyundai Santro,Petrol,1,Bangalore,594000.0,0-10000
Ford,2020,Ford Ecosport,Petrol,1,Bangalore,960000.0,10000-20000
Maruti,2021,Maruti S-Presso,Petrol,1,Bangalore,575000.0,20000-30000
Honda,2015,Honda City,Petrol,2,Bangalore,729000.0,90000-100000
Mini,2019,Mini Cooper Countryman,Petrol,1,Bangalore,3575000.0,50000-60000
Maruti,2017,Maruti Vitara Brezza,Diesel,1,Bangalore,962000.0,60000-70000
Renault,2021,Renault KWID,Petrol,1,Bangalore,450000.0,70000-80000
Maruti,2019,Maruti Baleno,Petrol,1,Bangalore,849000.0,30000-40000
Maruti,2016,Maruti Ritz,Diesel,1,Bangalore,535000.0,40000-50000
Hyundai,2012,Hyundai i20,Petrol,1,Bangalore,435000.0,90000-100000
Honda,2017,Honda Jazz,Petrol,2,Bangalore,685000.0,60000-70000
BMW,2019,BMW X3,Diesel,1,Bangalore,5750000.0,30000-40000
Renault,2016,Renault Duster,Diesel,2,Bangalore,730000.0,60000-70000
Mahindra,2015,Mahindra XUV500,Diesel,1,Bangalore,1145000.0,100000-110000
Maruti,2015,Maruti Wagon R,Petrol,2,Bangalore,410000.0,40000-50000
Hyundai,2017,Hyundai Verna,Petrol,2,Bangalore,849000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,1,Bangalore,749000.0,30000-40000
Hyundai,2017,Hyundai Creta,Petrol,1,Bangalore,872000.0000000001,30000-40000
Hyundai,2013,Hyundai i10,Petrol,2,Bangalore,348000.0,0-10000
Audi,2019,Audi A3,Petrol,1,Bangalore,2425000.0,30000-40000
Hyundai,2021,Hyundai Alcazar,Petrol,1,Bangalore,1725000.0,0-10000
Renault,2013,Renault Fluence,Diesel,1,Bangalore,500000.0,60000-70000
Renault,2018,Renault KWID,Petrol,2,Bangalore,417000.0,30000-40000
Volkswagen,2011,Volkswagen Vento,Diesel,2,Bangalore,399000.0,80000-90000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Bangalore,541000.0,40000-50000
Maruti,2016,Maruti Baleno,Petrol,2,Bangalore,568000.0,80000-90000
Maruti,2018,Maruti Baleno,Petrol,1,Bangalore,730000.0,40000-50000
Maruti,2017,Maruti Celerio,Petrol,1,Bangalore,446000.0,80000-90000
Maruti,2015,Maruti Swift,Diesel,2,Bangalore,638000.0,60000-70000
Volvo,2018,Volvo XC40,Diesel,1,Bangalore,3750000.0,30000-40000
Hyundai,2018,Hyundai i20,Petrol,1,Bangalore,694000.0,60000-70000
Mercedes-Benz,2018,Mercedes-Benz GLC,Diesel,2,Bangalore,4700000.0,40000-50000
Maruti,2014,Maruti Swift,Petrol,1,Bangalore,493000.0,60000-70000
Maruti,2017,Maruti Swift,Diesel,1,Bangalore,637000.0,90000-100000
Volkswagen,2017,Volkswagen Ameo,Diesel,1,Bangalore,645000.0,70000-80000
Maruti,2017,Maruti Ignis,Petrol,1,Bangalore,585000.0,30000-40000
Hyundai,2019,Hyundai i20,Petrol,1,Bangalore,835000.0,30000-40000
Honda,2014,Honda Brio,Petrol,2,Bangalore,425000.0,40000-50000
Hyundai,2018,Hyundai i20,Diesel,1,Bangalore,750000.0,90000-100000
Hyundai,2017,Hyundai Grand i10,Petrol,2,Bangalore,675000.0,30000-40000
Kia,2022,Kia Sonet,Petrol,1,Chennai,1150000.0,20000-30000
Maruti,2015,Maruti Eeco,Petrol,1,Chennai,415000.00000000006,20000-30000
Nissan,2021,Nissan Magnite,Petrol,1,Chennai,750000.0,30000-40000
Hyundai,2015,Hyundai i10,Petrol,1,Chennai,398000.0,50000-60000
Honda,2015,Honda Jazz,Petrol,1,Chennai,550000.0,50000-60000
Mercedes-Benz,2016,Mercedes-Benz E-Class,Diesel,1,Chennai,3300000.0,20000-30000
Maruti,2016,Maruti Celerio,Petrol,1,Chennai,453000.0,20000-30000
Maruti,2010,Maruti A-Star,Petrol,1,Chennai,285000.0,40000-50000
BMW,2018,BMW X3,Diesel,1,Chennai,5000000.0,20000-30000
Ford,2018,Ford Ecosport,Petrol,2,Chennai,821000.0000000001,20000-30000
Hyundai,2021,Hyundai i20,Petrol,1,Chennai,865000.0,20000-30000
Honda,2019,Honda Jazz,Petrol,1,Chennai,792000.0,10000-20000
BMW,2020,BMW 3 Series,Diesel,1,Chennai,4050000.0,50000-60000
Maruti,2018,Maruti Swift,Petrol,1,Chennai,610000.0,50000-60000
Hyundai,2018,Hyundai Grand i10,Petrol,2,Chennai,511000.00000000006,50000-60000
Tata,2019,Tata Nexon,Diesel,1,Chennai,710000.0,60000-70000
Jeep,2017,Jeep Compass,Diesel,1,Chennai,1225000.0,60000-70000
Honda,2014,Honda City,Petrol,1,Chennai,570000.0,90000-100000
Toyota,2022,Toyota Fortuner,Diesel,1,Chennai,3900000.0,10000-20000
Honda,2014,Honda Amaze,Petrol,2,Chennai,375000.0,90000-100000
Hyundai,2016,Hyundai EON,Petrol,1,Chennai,275000.0,30000-40000
Honda,2014,Honda Amaze,Petrol,1,Chennai,429000.0,30000-40000
Maruti,2018,Maruti Swift,Diesel,1,Chennai,675000.0,60000-70000
Honda,2017,Honda City,Petrol,2,Chennai,793000.0,40000-50000
Hyundai,2019,Hyundai Creta,Diesel,1,Chennai,1425000.0,20000-30000
Hyundai,2020,Hyundai Venue,Petrol,1,Chennai,1036000.0,20000-30000
Honda,2016,Honda City,Petrol,1,Chennai,800000.0,80000-90000
Audi,2013,Audi A6,Petrol,2,Chennai,1400000.0,80000-90000
Honda,2019,Honda City,Petrol,2,Chennai,1088000.0,30000-40000
Maruti,2017,Maruti Baleno,Petrol,2,Chennai,590000.0,70000-80000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Chennai,568000.0,10000-20000
Maruti,2017,Maruti Celerio,Petrol,2,Chennai,400000.0,50000-60000
Toyota,2022,Toyota Innova Crysta,Petrol,1,Chennai,2790000.0,10000-20000
Maruti,2016,Maruti Celerio,Petrol,2,Chennai,422000.0,70000-80000
Honda,2015,Honda Amaze,Petrol,1,Chennai,450000.0,40000-50000
Honda,2017,Honda WR-V,Petrol,1,Chennai,650000.0,60000-70000
Honda,2017,Honda Jazz,Diesel,1,Chennai,575000.0,80000-90000
Mercedes-Benz,2015,Mercedes-Benz B Class,Diesel,1,Chennai,1950000.0,50000-60000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,702000.0,60000-70000
Mahindra,2016,Mahindra KUV 100,Petrol,2,Chennai,448000.00000000006,30000-40000
Hyundai,2022,Hyundai Grand i10 Nios,Petrol,1,Chennai,801000.0,10000-20000
Honda,2016,Honda City,Petrol,2,Chennai,772000.0,60000-70000
Toyota,2013,Toyota Corolla Altis,Petrol,2,Chennai,500000.0,90000-100000
Mahindra,2021,Mahindra XUV300,Petrol,1,Chennai,1103000.0,20000-30000
Toyota,2018,Toyota Corolla Altis,Diesel,1,Chennai,1490000.0,40000-50000
Hyundai,2018,Hyundai Verna,Petrol,1,Chennai,835000.0,70000-80000
Audi,2015,Audi A6,Diesel,1,Chennai,2090000.0,50000-60000
Chevrolet,2014,Chevrolet Sail,Petrol,1,Chennai,350000.0,90000-100000
Audi,2015,Audi Q5,Diesel,1,Chennai,2100000.0,60000-70000
Honda,2019,Honda WR-V,Diesel,1,Chennai,925000.0,60000-70000
Maruti,2017,Maruti Ciaz,Diesel,1,Chennai,850000.0,80000-90000
Maruti,2017,Maruti Ciaz,Diesel,1,Chennai,850000.0,80000-90000
Audi,2020,Audi Q7,Diesel,1,Chennai,6600000.0,50000-60000
BMW,2017,BMW 7 Series,Diesel,1,Chennai,6800000.0,20000-30000
Tata,2018,Tata Nexon,Petrol,1,Chennai,707000.0,30000-40000
Volkswagen,2019,Volkswagen Polo,Petrol,1,Chennai,680000.0,30000-40000
BMW,2016,BMW X3,Diesel,2,Chennai,3750000.0,50000-60000
Tata,2021,Tata New Safari,Diesel,1,Chennai,2039000.0,30000-40000
Datsun,2019,Datsun GO,Petrol,1,Chennai,401000.0,80000-90000
Mercedes-Benz,2013,Mercedes-Benz E-Class,Diesel,2,Chennai,2150000.0,60000-70000
Hyundai,2018,Hyundai Santro,Petrol,1,Chennai,505000.0,20000-30000
Volkswagen,2022,Volkswagen Taigun,Petrol,1,Chennai,1599000.0,10000-20000
Honda,2019,Honda Amaze,Diesel,1,Chennai,830000.0000000001,50000-60000
Mahindra,2020,Mahindra XUV300,Petrol,1,Chennai,1036000.0,30000-40000
Kia,2022,Kia Seltos,Petrol,1,Chennai,1595000.0,10000-20000
Fiat,2010,Fiat Punto,Petrol,3,Chennai,100000.0,70000-80000
Hyundai,2020,Hyundai Venue,Petrol,1,Chennai,825000.0,30000-40000
Mahindra,2022,Mahindra XUV700,Diesel,1,Chennai,2900000.0,20000-30000
Maruti,2016,Maruti Baleno,Petrol,1,Chennai,550000.0,50000-60000
Hyundai,2011,Hyundai i10,Petrol,1,Chennai,299000.0,50000-60000
Tata,2018,Tata Nexon,Petrol,1,Chennai,750000.0,60000-70000
Maruti,2016,Maruti Baleno,Petrol,1,Chennai,550000.0,50000-60000
Honda,2014,Honda Amaze,Petrol,2,Chennai,375000.0,90000-100000
Fiat,2011,Fiat Linea,Petrol,2,Chennai,265000.0,60000-70000
Honda,2020,Honda Jazz,Petrol,1,Chennai,808000.0,40000-50000
Honda,2016,Honda Jazz,Petrol,1,Chennai,542000.0,70000-80000
Honda,2016,Honda Amaze,Petrol,1,Chennai,529000.0,80000-90000
Volkswagen,2017,Volkswagen Polo,Petrol,1,Chennai,684000.0,70000-80000
Ford,2018,Ford Ecosport,Diesel,2,Chennai,813000.0000000001,70000-80000
Maruti,2015,Maruti Ciaz,Petrol,1,Chennai,650000.0,40000-50000
Jeep,2021,Jeep Compass,Petrol,1,Chennai,1802000.0,10000-20000
Hyundai,2019,Hyundai i20,Petrol,1,Chennai,745000.0,20000-30000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,619000.0,60000-70000
Hyundai,2019,Hyundai Xcent,Petrol,1,Chennai,650000.0,30000-40000
Maruti,2019,Maruti Ertiga,Diesel,1,Chennai,1145000.0,10000-20000
Tata,2019,Tata Harrier,Diesel,1,Chennai,1600000.0,20000-30000
Maruti,2016,Maruti Baleno,Petrol,1,Chennai,540000.0,70000-80000
Volkswagen,2015,Volkswagen Vento,Petrol,1,Chennai,675000.0,60000-70000
Volkswagen,2017,Volkswagen Ameo,Petrol,2,Chennai,510000.0,80000-90000
Honda,2017,Honda City,Petrol,1,Chennai,830000.0000000001,60000-70000
Land Rover,2017,Land Rover Discovery Sport,Diesel,2,Chennai,3900000.0,30000-40000
Honda,2012,Honda City,Petrol,1,Chennai,510000.0,70000-80000
Maruti,2019,Maruti XL6,Petrol,1,Chennai,1200000.0,80000-90000
Honda,2017,Honda City,Petrol,1,Chennai,766000.0,80000-90000
Hyundai,2019,Hyundai Santro,Petrol,1,Chennai,449000.0,20000-30000
Honda,2012,Honda Brio,Petrol,2,Chennai,317000.0,60000-70000
MG,2020,MG Hector,Petrol,1,Chennai,1560000.0,70000-80000
Hyundai,2017,Hyundai Grand i10,Petrol,1,Chennai,522000.0,90000-100000
Ford,2018,Ford Freestyle,Petrol,1,Chennai,627000.0,30000-40000
Maruti,2018,Maruti Baleno,Petrol,1,Chennai,687000.0,70000-80000
Volkswagen,2015,Volkswagen Polo,Petrol,2,Chennai,525000.0,60000-70000
Maruti,2017,Maruti Swift,Diesel,1,Chennai,620000.0,70000-80000
Mahindra,2018,Mahindra TUV 300,Diesel,2,Chennai,825000.0,40000-50000
Maruti,2015,Maruti Swift,Petrol,1,Chennai,530000.0,70000-80000
Mercedes-Benz,2015,Mercedes-Benz M-Class,Diesel,1,Chennai,3600000.0,50000-60000
Audi,2015,Audi A3,Diesel,2,Chennai,1950000.0,50000-60000
Mahindra,2015,Mahindra TUV 300,Diesel,1,Chennai,650000.0,100000-110000
Maruti,2017,Maruti Ciaz,Diesel,1,Chennai,650000.0,100000-110000
Volkswagen,2016,Volkswagen Ameo,Diesel,1,Chennai,570000.0,100000-110000
Hyundai,2016,Hyundai Xcent,Petrol,2,Chennai,458000.0,70000-80000
Honda,2018,Honda WR-V,Petrol,1,Chennai,900000.0,40000-50000
Hyundai,2021,Hyundai Grand i10 Nios,Petrol,1,Chennai,649000.0,40000-50000
Volkswagen,2015,Volkswagen Vento,Diesel,3,Chennai,650000.0,100000-110000
BMW,2017,BMW 3 Series,Petrol,1,Chennai,3900000.0,10000-20000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Chennai,456000.0,60000-70000
Maruti,2016,Maruti Baleno,Petrol,2,Chennai,502000.0,80000-90000
Maruti,2018,Maruti Swift Dzire,Petrol,1,Chennai,685000.0,40000-50000
Mercedes-Benz,2018,Mercedes-Benz S-Class,Petrol,1,Chennai,11000000.0,60000-70000
Honda,2016,Honda Jazz,Petrol,1,Chennai,580000.0,60000-70000
Honda,2016,Honda Jazz,Petrol,2,Chennai,530000.0,60000-70000
BMW,2018,BMW 5 Series,Diesel,1,Chennai,4375000.0,20000-30000
BMW,2018,BMW 7 Series,Diesel,1,Chennai,8200000.0,10000-20000
Maruti,2017,Maruti Celerio,Petrol,1,Chennai,420000.0,100000-110000
Toyota,2013,Toyota Corolla Altis,Diesel,1,Chennai,775000.0,60000-70000
Maruti,2015,Maruti Wagon R,Petrol,2,Chennai,395000.0,60000-70000
Maruti,2016,Maruti Baleno,Petrol,1,Chennai,533000.0,70000-80000
Hyundai,2015,Hyundai i20,Petrol,1,Chennai,547000.0,90000-100000
Maruti,2015,Maruti Celerio,Petrol,1,Chennai,395000.0,40000-50000
Hyundai,2017,Hyundai Verna,Diesel,1,Chennai,908000.0,70000-80000
Hyundai,2017,Hyundai Grand i10,Petrol,2,Chennai,521000.0,50000-60000
Audi,2019,Audi A3,Diesel,1,Chennai,2290000.0,20000-30000
Maruti,2016,Maruti Swift Dzire,Petrol,1,Chennai,507000.0,90000-100000
Kia,2019,Kia Seltos,Diesel,1,Chennai,1625000.0,30000-40000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Chennai,528000.0,60000-70000
Maruti,2021,Maruti Alto 800,Petrol,1,Chennai,435000.0,10000-20000
Volkswagen,2022,Volkswagen Taigun,Petrol,1,Chennai,1490000.0,10000-20000
Skoda,2022,Skoda Kushaq,Petrol,1,Chennai,1789999.9999999998,20000-30000
Honda,2017,Honda WR-V,Petrol,1,Chennai,625000.0,30000-40000
Hyundai,2022,Hyundai Grand i10 Nios,Petrol,1,Chennai,690000.0,20000-30000
Kia,2022,Kia Sonet,Petrol,1,Chennai,1350000.0,10000-20000
MG,2022,MG Astor,Petrol,1,Chennai,1550000.0,20000-30000
Toyota,2019,Toyota Glanza,Petrol,1,Chennai,790000.0,40000-50000
Maruti,2014,Maruti Alto K10,Petrol,2,Chennai,270000.0,60000-70000
Hyundai,2014,Hyundai Grand i10,Diesel,1,Chennai,365000.0,80000-90000
Honda,2010,Honda Civic,Petrol,2,Chennai,425000.0,50000-60000
Hyundai,2016,Hyundai Grand i10,Petrol,2,Chennai,528000.0,30000-40000
Hyundai,2016,Hyundai Grand i10,Petrol,1,Chennai,511000.00000000006,60000-70000
Honda,2016,Honda City,Petrol,2,Chennai,625000.0,50000-60000
Mahindra,2018,Mahindra KUV 100,Petrol,1,Chennai,505000.0,30000-40000
Honda,2018,Honda WR-V,Petrol,2,Chennai,640000.0,40000-50000
Maruti,2017,Maruti Celerio,Petrol,1,Chennai,449000.0,60000-70000
Honda,2019,Honda Amaze,Diesel,1,Chennai,725000.0,20000-30000
Renault,2021,Renault KWID,Petrol,1,Chennai,495000.0,30000-40000
Hyundai,2011,Hyundai i10,Petrol,2,Chennai,271000.0,80000-90000
Hyundai,2017,Hyundai Creta,Diesel,2,Chennai,940000.0,60000-70000
Honda,2017,Honda City,Petrol,1,Chennai,799000.0,40000-50000
Hyundai,2022,Hyundai Creta,Diesel,1,Chennai,1850000.0,20000-30000
Kia,2022,Kia Carens,Diesel,1,Chennai,2000000.0,30000-40000
Mercedes-Benz,2017,Mercedes-Benz E-Class,Diesel,1,Chennai,4500000.0,20000-30000
Mahindra,2014,Mahindra XUV500,Diesel,3,Chennai,700000.0,80000-90000
Hyundai,2015,Hyundai Verna,Petrol,2,Chennai,585000.0,60000-70000
Tata,2022,Tata Harrier,Diesel,1,Chennai,2050000.0,20000-30000
MG,2022,MG Hector,Petrol,1,Chennai,1990000.0,20000-30000
MG,2022,MG Hector,Petrol,1,Chennai,1990000.0,20000-30000
Hyundai,2020,Hyundai Creta,Diesel,2,Chennai,1445000.0,50000-60000
Hyundai,2018,Hyundai Santro,Petrol,1,Chennai,451000.0,60000-70000
Hyundai,2016,Hyundai i20,Petrol,1,Chennai,631000.0,70000-80000
Toyota,2012,Toyota Etios,Petrol,2,Chennai,411000.00000000006,100000-110000
Skoda,2015,Skoda Rapid,Diesel,1,Chennai,500000.0,90000-100000
Maruti,2014,Maruti Swift Dzire,Petrol,1,Chennai,488000.0,60000-70000
Tata,2015,Tata Zest,Diesel,1,Chennai,460000.0,80000-90000
Maruti,2018,Maruti Celerio,Petrol,2,Chennai,514000.0,20000-30000
Maruti,2014,Maruti Swift,Diesel,3,Chennai,508000.0,60000-70000
Tata,2018,Tata Nexon,Diesel,1,Chennai,865000.0,50000-60000
Maruti,2018,Maruti Ciaz,Petrol,2,Chennai,855000.0000000001,30000-40000
Mercedes-Benz,2020,Mercedes-Benz S-Class,Diesel,1,Chennai,11800000.0,10000-20000
Hyundai,2019,Hyundai Venue,Diesel,1,Chennai,925000.0,40000-50000
Honda,2012,Honda City,Petrol,1,Chennai,510000.0,70000-80000
Mercedes-Benz,2020,Mercedes-Benz E-Class,Diesel,1,Chennai,5700000.0,30000-40000
Maruti,2013,Maruti Wagon R,Petrol,1,Chennai,350000.0,70000-80000
Honda,2017,Honda City,Petrol,1,Chennai,630000.0,90000-100000
Maruti,2015,Maruti Wagon R,Petrol,1,Chennai,410000.0,40000-50000
Honda,2017,Honda WR-V,Petrol,1,Chennai,725000.0,30000-40000
Honda,2015,Honda Amaze,Petrol,1,Chennai,466000.0,10000-20000
Kia,2023,Kia Seltos,Petrol,1,Chennai,1864000.0,0-10000
Audi,2017,Audi Q3,Diesel,1,Chennai,2700000.0,40000-50000
Maruti,2021,Maruti Celerio,Petrol,1,Chennai,503000.0,20000-30000
Renault,2018,Renault KWID,Petrol,2,Chennai,309000.0,40000-50000
Hyundai,2021,Hyundai Venue,Petrol,1,Chennai,841000.0,10000-20000
Tata,2022,Tata New Safari,Diesel,1,Chennai,1890000.0,20000-30000
Hyundai,2011,Hyundai i10,Petrol,1,Chennai,288000.0,40000-50000
Hyundai,2021,Hyundai Venue,Petrol,1,Chennai,940000.0,30000-40000
Volkswagen,2018,Volkswagen Polo,Petrol,1,Chennai,844999.9999999999,30000-40000
Tata,2021,Tata New Safari,Diesel,1,Chennai,2056000.0,10000-20000
BMW,2019,BMW X5,Diesel,1,Chennai,7700000.0,30000-40000
Maruti,2016,Maruti Wagon R,Petrol,2,Chennai,400000.0,40000-50000
Maruti,2013,Maruti Swift Dzire,Petrol,3,Chennai,425000.0,40000-50000
Volkswagen,2020,Volkswagen Polo,Petrol,1,Chennai,750000.0,20000-30000
Hyundai,2019,Hyundai Creta,Diesel,1,Chennai,1689999.9999999998,40000-50000
Toyota,2020,Toyota Fortuner,Diesel,1,Chennai,3900000.0,50000-60000
Maruti,2016,Maruti Celerio,Petrol,2,Chennai,437000.0,60000-70000
Mahindra,2022,Mahindra XUV300,Petrol,1,Chennai,1026000.0,10000-20000
Maruti,2015,Maruti Swift,Diesel,1,Chennai,560000.0,100000-110000
Maruti,2017,Maruti Ignis,Petrol,1,Chennai,532000.0,20000-30000
Maruti,2015,Maruti Alto K10,Petrol,1,Chennai,323000.0,20000-30000
Honda,2018,Honda WR-V,Petrol,1,Chennai,770000.0,30000-40000
Maruti,2022,Maruti S-Presso,Petrol,1,Chennai,492000.0,10000-20000
Honda,2015,Honda City,Petrol,1,Chennai,650000.0,100000-110000
Honda,2016,Honda City,Petrol,1,Chennai,633000.0,70000-80000
Hyundai,2018,Hyundai Creta,Petrol,2,Chennai,982000.0,60000-70000
Maruti,2018,Maruti Ignis,Petrol,1,Chennai,480000.0,40000-50000
Honda,2015,Honda Brio,Petrol,1,Chennai,430000.0,60000-70000
BMW,2019,BMW 7 Series,Diesel,1,Chennai,7600000.0,50000-60000
Maruti,2019,Maruti Baleno,Petrol,1,Chennai,790000.0,30000-40000
BMW,2018,BMW 6 Series,Diesel,1,Chennai,5200000.0,40000-50000
Renault,2021,Renault Triber,Petrol,1,Chennai,776000.0,20000-30000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,702000.0,60000-70000
Maruti,2014,Maruti Alto K10,Petrol,1,Chennai,290000.0,80000-90000
Maruti,2014,Maruti Celerio,Petrol,1,Chennai,383000.0,30000-40000
Maruti,2015,Maruti Celerio,Petrol,1,Chennai,411000.00000000006,30000-40000
Maruti,2014,Maruti Ciaz,Diesel,1,Chennai,615000.0,90000-100000
Tata,2018,Tata Tiago,Petrol,1,Chennai,515000.00000000006,20000-30000
BMW,2016,BMW 3 Series,Diesel,1,Chennai,2575000.0,60000-70000
Hyundai,2015,Hyundai i20,Petrol,2,Chennai,507000.0,80000-90000
Hyundai,2016,Hyundai EON,Petrol,2,Chennai,322000.0,40000-50000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,575000.0,50000-60000
Maruti,2020,Maruti Baleno,Petrol,1,Chennai,850000.0,20000-30000
Audi,2019,Audi A6,Diesel,1,Chennai,3700000.0,40000-50000
Audi,2014,Audi Q3,Diesel,1,Chennai,1800000.0,50000-60000
Honda,2013,Honda Amaze,Diesel,1,Chennai,425000.0,60000-70000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,650000.0,60000-70000
Honda,2014,Honda Amaze,Diesel,1,Chennai,450000.0,100000-110000
Maruti,2017,Maruti Ciaz,Petrol,1,Chennai,720000.0,60000-70000
Maruti,2014,Maruti Celerio,Petrol,1,Chennai,425000.0,60000-70000
Maruti,2016,Maruti Celerio,Petrol,2,Chennai,437000.0,60000-70000
Volkswagen,2014,Volkswagen Polo,Petrol,1,Chennai,410000.0,100000-110000
Maruti,2022,Maruti Ignis,Petrol,1,Chennai,731000.0,0-10000
Tata,2018,Tata Tiago,Petrol,2,Chennai,502000.0,30000-40000
Toyota,2018,Toyota Innova Crysta,Diesel,1,Chennai,2050000.0,100000-110000
Tata,2022,Tata New Safari,Diesel,1,Chennai,1963000.0,0-10000
Maruti,2011,Maruti Alto K10,Petrol,2,Chennai,222000.00000000003,50000-60000
Tata,2019,Tata Harrier,Diesel,1,Chennai,1497000.0,30000-40000
Ford,2015,Ford Ecosport,Diesel,2,Chennai,529000.0,100000-110000
Mercedes-Benz,2020,Mercedes-Benz GLE,Diesel,1,Chennai,7450000.0,30000-40000
Toyota,2021,Toyota Urban cruiser,Petrol,1,Chennai,975000.0,20000-30000
Kia,2020,Kia Seltos,Petrol,1,Chennai,1450000.0,20000-30000
Mercedes-Benz,2021,Mercedes-Benz GLC,Diesel,1,Chennai,6200000.0,30000-40000
Maruti,2020,Maruti Swift,Petrol,1,Chennai,595000.0,50000-60000
Hyundai,2017,Hyundai Creta,Petrol,1,Chennai,767000.0,40000-50000
Hyundai,2022,Hyundai i20,Petrol,1,Chennai,825000.0,30000-40000
Hyundai,2014,Hyundai i10,Petrol,3,Chennai,335000.0,40000-50000
Honda,2015,Honda Jazz,Petrol,1,Chennai,558000.0,50000-60000
Tata,2022,Tata Tiago,Petrol,1,Chennai,649000.0,0-10000
Tata,2022,Tata Harrier,Diesel,1,Chennai,2250000.0,0-10000
Skoda,2021,Skoda Rapid,Petrol,1,Chennai,1110000.0,30000-40000
Maruti,2022,Maruti Ignis,Petrol,1,Chennai,672000.0,0-10000
Renault,2022,Renault Triber,Petrol,1,Chennai,675000.0,10000-20000
Honda,2017,Honda City,Petrol,1,Chennai,795000.0,40000-50000
Mercedes-Benz,2021,Mercedes-Benz GLS,Diesel,1,Chennai,11299999.999999998,50000-60000
Hyundai,2017,Hyundai i20,Petrol,2,Chennai,587000.0,40000-50000
Honda,2019,Honda Jazz,Petrol,1,Chennai,807000.0,30000-40000
Ford,2012,Ford Figo,Diesel,1,Chennai,260000.0,70000-80000
Maruti,2017,Maruti Swift Dzire,Diesel,1,Chennai,760000.0,30000-40000
Mahindra,2022,Mahindra Bolero,Diesel,1,Chennai,1070000.0,20000-30000
Maruti,2020,Maruti Baleno,Petrol,2,Chennai,650000.0,20000-30000
Maruti,2020,Maruti S-Presso,Petrol,1,Chennai,520000.0,30000-40000
Maruti,2011,Maruti Swift Dzire,Diesel,1,Chennai,350000.0,90000-100000
Hyundai,2015,Hyundai Creta,Petrol,1,Chennai,875000.0,70000-80000
BMW,2019,BMW 3 Series GT,Diesel,1,Chennai,4350000.0,10000-20000
Mahindra,2018,Mahindra XUV500,Diesel,1,Chennai,1450000.0,20000-30000
Mahindra,2022,Mahindra Thar,Petrol,1,Chennai,1725000.0,0-10000
Datsun,2018,Datsun RediGO,Petrol,1,Chennai,302000.0,20000-30000
Hyundai,2018,Hyundai Verna,Diesel,1,Chennai,1060000.0,60000-70000
Tata,2022,Tata Tigor,Petrol,1,Chennai,722000.0,60000-70000
Maruti,2018,Maruti Celerio X,Petrol,1,Chennai,463000.0,50000-60000
MG,2021,MG Hector,Petrol,1,Chennai,1770000.0,30000-40000
Honda,2019,Honda Amaze,Petrol,2,Chennai,627000.0,30000-40000
Maruti,2017,Maruti Baleno,Petrol,1,Chennai,575000.0,50000-60000
Tata,2018,Tata Nexon,Petrol,2,Chennai,658000.0,80000-90000
Maruti,2018,Maruti Celerio X,Petrol,1,Chennai,477000.0,80000-90000
Tata,2019,Tata Tiago,Petrol,2,Chennai,500000.0,40000-50000
Maruti,2017,Maruti Swift,Petrol,1,Chennai,650000.0,10000-20000
Maruti,2017,Maruti Ignis,Petrol,1,Chennai,455000.0,80000-90000
Toyota,2021,Toyota Innova Crysta,Diesel,1,Chennai,2800000.0,30000-40000
Hyundai,2018,Hyundai Verna,Petrol,1,Chennai,975000.0,20000-30000
Hyundai,2017,Hyundai Verna,Petrol,1,Chennai,750000.0,80000-90000
Maruti,2016,Maruti Celerio,Petrol,1,Chennai,485000.0,30000-40000
Maruti,2017,Maruti Celerio,Petrol,1,Chennai,460000.0,20000-30000
